30000 1.00 1.00 10.000     2180    0.8853     2.868     256.6   0.07178   0.07468 
300 1.00 1.00 19.000    25.77    0.3335     2.386     8.781   0.07603    0.1259 
3000 1.00 1.00 19.000    182.7    0.8835     2.855     24.36   0.08149   0.09121 
30000 1.00 1.00 19.000     1686     1.038     2.921       228   0.09645   0.09204 
300 1.00 1.00 -1.000 1.302e+04   0.06289     4.624      1153  0.006923    0.4569 
3000 1.00 1.00 -1.000 2.663e+04    0.1146     3.448      5284     0.029    0.6812 
30000 1.00 1.00 -1.000 3.341e+04    0.2548     2.784  1.03e+04   0.08985    0.6106 
300 0.03 0.10 20.000    16.01     1.019     3.024     1.477   0.06777   0.08168 
3000 0.03 0.10 20.000    132.6     1.314     3.132     7.371   0.05407   0.05559 
30000 0.03 0.10 20.000    558.3     1.826     2.876     64.71    0.1601   0.09881 
300 0.03 1.00 20.000     17.9     0.565     2.595     3.464   0.07501    0.1028 
3000 0.03 1.00 20.000      195    0.9945     2.965      37.2    0.1322    0.1475 
30000 0.03 1.00 20.000     2264    0.9993     2.926     240.4    0.0722   0.07191 
300 0.01 0.10 20.000    21.89    0.8219     2.885     4.508    0.1242    0.1778 
3000 0.01 0.10 20.000    195.8     1.305     3.594     8.719   0.04761   0.07394 
30000 0.01 0.10 20.000     1411    0.9597     2.841     284.2    0.1262    0.1207 
300 0.10 0.10 20.000    16.33    0.8747     2.881     1.915    0.0761    0.1008 
3000 0.10 0.10 20.000    116.8     1.347     3.111     4.972   0.04285   0.04235 
30000 0.10 0.10 20.000    412.3     2.226     3.064     26.68    0.1109   0.06442 
3000 0.30 0.10 20.000    103.2     1.263      2.95     24.95    0.2306    0.2175 
30000 0.30 0.10 20.000    426.8     1.929     2.857     29.33   0.09637   0.05019 
3000 1.00 0.10 20.000    94.99     1.313     2.976     2.782   0.02865   0.02577 
30000 1.00 0.10 20.000    511.1     1.749     2.848     127.9    0.3213    0.1877 
300 0.01 1.00 20.000    13.96    0.6673     2.651     3.035    0.1011    0.1306 
3000 0.01 1.00 20.000    241.8    0.9345     3.023     12.03   0.03305   0.04151 
30000 0.01 1.00 20.000     3272    0.8202     2.928     264.5   0.04516   0.05639 
30000 0.10 1.00 20.000     2077    0.9903     2.884     197.7   0.06338   0.06106 
30000 0.30 1.00 20.000     2037     0.906     2.799     393.3    0.1166    0.1083 
30000 1.00 1.00 20.000     1725         1     2.857     327.2    0.1276    0.1165 
