3000 1.00 0.10 -1.000     1154     4.017     101.1     168.7     2.938     136.7 
300 0.01 1.00 1.000     2154    0.1088     3.242      1848   0.04204    0.2449 
3000 0.01 1.00 1.000     7119   0.06696     2.795      3626   0.01589     0.102 
30000 0.01 1.00 1.000     3887    0.2646      3.17      1446   0.04506    0.1553 
300 0.01 1.00 3.000    107.3    0.7012     5.522     33.52    0.0787    0.2854 
3000 0.01 1.00 3.000     4541    0.1926     3.206     832.8   0.01555    0.0584 
30000 0.01 1.00 3.000     9547    0.3058     3.169      2739   0.04031    0.1104 
300 0.01 1.00 10.000       14     1.059     3.745     3.933    0.1327    0.2067 
3000 0.01 1.00 10.000    272.3     1.069     4.079     69.63    0.1182    0.2019 
30000 0.01 1.00 10.000     2875     1.008     3.841     537.5   0.08615    0.1544 
300 0.01 1.00 19.000     5.04     1.178     3.101     1.126    0.1496    0.1659 
3000 0.01 1.00 19.000    162.2      1.24     3.769     29.04   0.09945    0.1349 
30000 0.01 1.00 19.000     2096     1.086     3.643     181.9   0.04677   0.07279 
300 0.01 1.00 -1.000    279.3    0.4242     5.118     67.99   0.03552    0.1614 
3000 0.01 1.00 -1.000     1743      0.52     4.663     254.2   0.02996    0.1141 
30000 0.01 1.00 -1.000     2862     1.178      4.43       428   0.07617    0.1487 
300 0.03 1.00 1.000    532.3     0.377     6.125     157.5   0.03576    0.2511 
3000 0.03 1.00 1.000     5572    0.2401     3.888      1026    0.0187   0.08972 
30000 0.03 1.00 1.000     9629    0.3371      3.31      2507   0.04057    0.1226 
300 0.03 1.00 3.000    75.31    0.7706     5.092     26.77    0.1068    0.3247 
3000 0.03 1.00 3.000     1073    0.4942     3.563     658.5    0.1469    0.3582 
30000 0.03 1.00 3.000     3328    0.9813     3.853      1116    0.1595    0.3035 
300 0.03 1.00 10.000    21.05    0.7623     3.308      7.36    0.1226    0.1869 
3000 0.03 1.00 10.000    185.1     1.206     3.954     49.01    0.1496    0.2283 
30000 0.03 1.00 10.000     2176     1.101     3.811     413.7   0.09261    0.1485 
300 0.03 1.00 19.000    8.511    0.7973      2.78      1.79   0.09348    0.1075 
3000 0.03 1.00 19.000      102     1.526     3.815     15.51    0.1114    0.1411 
30000 0.03 1.00 19.000     1496     1.349     3.826     188.6   0.08251    0.1077 
300 0.03 1.00 -1.000    989.3    0.2639     5.871     207.4   0.01864    0.1592 
3000 0.03 1.00 -1.000     2713    0.5096      5.69       776   0.05532    0.3032 
30000 0.03 1.00 -1.000     5922    0.8332     4.363     707.8   0.04492    0.1171 
300 0.10 1.00 1.000      281    0.5756      6.76     105.4   0.07038    0.4345 
3000 0.10 1.00 1.000      574     1.986     13.55     207.6     0.405     3.008 
30000 0.10 1.00 1.000     3122     1.502     5.554     914.8    0.2564    0.6666 
300 0.10 1.00 3.000    74.06    0.7146     4.649     28.86    0.1046    0.2945 
3000 0.10 1.00 3.000    849.3    0.4356     3.042     529.9    0.1411    0.2974 
30000 0.10 1.00 3.000     4923    0.5567     3.148      2060    0.1205    0.2253 
300 0.10 1.00 10.000    19.68    0.7043     3.162     5.931    0.1005    0.1529 
3000 0.10 1.00 10.000    150.4     1.208     3.775     37.01    0.1317    0.1874 
30000 0.10 1.00 10.000     1964     1.081      3.61     338.1   0.08727     0.119 
300 0.10 1.00 19.000    9.812     0.599     2.568     1.682   0.05664   0.06607 
3000 0.10 1.00 19.000    100.4     1.291     3.488     15.65   0.09547    0.1108 
30000 0.10 1.00 19.000     1353     1.308     3.597     154.6   0.06916   0.08404 
300 0.10 1.00 -1.000     2502    0.2087     8.098     426.9   0.01328     0.277 
3000 0.10 1.00 -1.000     1699     1.724     30.03     619.1    0.4127     10.47 
30000 0.10 1.00 -1.000     8098    0.9692     5.686      1988    0.1323    0.4965 
300 0.30 1.00 1.000      247    0.4594     5.293     89.15   0.06645    0.3341 
3000 0.30 1.00 1.000    291.2     2.218     11.65     138.2    0.5976     3.593 
30000 0.30 1.00 1.000     3341    0.8856     3.193      2163     0.404    0.6916 
300 0.30 1.00 3.000    67.56    0.5824     3.969     28.91    0.1052     0.254 
3000 0.30 1.00 3.000    860.8    0.4155     3.121     462.7    0.1137      0.26 
30000 0.30 1.00 3.000     5835    0.4439     2.852      2463   0.09761     0.182 
300 0.30 1.00 10.000    23.96    0.4435     2.676     6.263   0.05945   0.09161 
3000 0.30 1.00 10.000    166.1    0.9129      3.29      36.7   0.09558    0.1376 
30000 0.30 1.00 10.000     1898    0.9505     3.338       358    0.0856    0.1151 
300 0.30 1.00 19.000    9.108    0.4703     2.362     1.478    0.0435   0.05132 
3000 0.30 1.00 19.000    82.62     1.287     3.363      10.3   0.07901   0.09482 
30000 0.30 1.00 19.000     1242     1.174     3.345     155.6   0.07105   0.07965 
300 0.30 1.00 -1.000     3798    0.2357     15.14     448.7    0.0225     1.623 
3000 0.30 1.00 -1.000     9485    0.3793     9.993      1099   0.03627    0.9177 
30000 0.30 1.00 -1.000 1.262e+04     1.147     10.19      2161    0.1091    0.8676 
300 1.00 1.00 1.000    364.8    0.3298     4.577     176.4   0.06272    0.2974 
3000 1.00 1.00 1.000    340.9     2.155     11.97     160.1    0.5493     3.311 
30000 1.00 1.00 1.000     4956    0.5528     2.717      2679    0.2014    0.3549 
300 1.00 1.00 3.000    83.39    0.4925     3.773     31.09   0.07622     0.196 
3000 1.00 1.00 3.000     1002    0.3908     3.073     495.8   0.09587    0.2221 
30000 1.00 1.00 3.000     4127    0.5016     2.923      1701    0.1126    0.2066 
300 1.00 1.00 10.000    26.28     0.434     2.686     7.154   0.06005   0.09437 
3000 1.00 1.00 10.000    199.8    0.8855     3.348     39.64   0.08635    0.1232 
30000 1.00 1.00 10.000     1509     1.111     3.493     299.7    0.1045    0.1388 
300 1.00 1.00 19.000    9.404    0.5028     2.447     2.041    0.0617    0.0744 
3000 1.00 1.00 19.000    104.9      1.18     3.323     11.78   0.06739   0.07706 
30000 1.00 1.00 19.000     1097     1.242     3.382     118.3   0.06468   0.08011 
300 1.00 1.00 -1.000     7305    0.1771      16.1       919   0.02808     3.281 
3000 1.00 1.00 -1.000 1.466e+04    0.3757     13.37      2010   0.08544     3.941 
30000 1.00 1.00 -1.000 1.28e+04     1.457     16.79      1840    0.3206     5.023 
